TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T2269,C7417488,19/10/93,M,NOIDA,20769.1,21/10/16,154057,204.29
T2270,C3524960,14/11/76,M,FARIDABAD,3456.55,21/10/16,161606,247.0
T2271,C4317456,19/10/93,M,NOIDA,20769.1,21/10/16,153310,241.0
T2272,C4112144,30/7/87,M,PATIALA,220257.85,21/10/16,200651,330.0
T2273,C3643637,1/1/1800,M,BHIWADI,395448.9,21/10/16,200507,3502.17
T2274,C4113880,1/1/1800,M,NOIDA,7366.95,21/10/16,195241,497.0
T2275,C3714214,20/9/95,F,VADODARA,198984.62,21/10/16,193100,250.0
T2276,C7910692,29/8/85,M,HYDERABAD,20884.91,21/10/16,193110,200.0
T2277,C7931640,7/9/55,M,AL KHOBAR,454377.4,21/10/16,195931,25000.0
T2278,C5837963,13/4/93,F,DELHI,3138.74,21/10/16,154632,1.0
T2279,C8613124,1/1/1800,M,SECUNDERABAD,12749.21,21/10/16,165006,276.0
T2280,C7025663,30/6/90,M,BANGALORE,14119.69,21/10/16,165338,100.0
T2281,C8521423,1/2/90,M,PUNE,5301.42,21/10/16,211015,190.0
T2282,C7332112,14/8/89,M,BANGALORE,11269.82,21/10/16,193000,275.0
T2283,C2016843,27/3/88,F,MUMBAI,10199.1,21/10/16,193152,1600.0
T2284,C5813968,15/4/75,F,PUNE,90910.68,21/10/16,193153,638.3
T2285,C8893743,5/10/92,F,DELHI,1619.89,21/10/16,210925,590.0
T2286,C1936780,8/3/95,M,GURGAON,11600.46,21/10/16,161628,180.0
T2287,C7413060,30/10/95,M,ANKLESHWAR,54015.02,21/10/16,155649,89.0
T2288,C2026442,24/5/91,F,NEW DELHI,22048.76,21/10/16,155656,2062.0
T2289,C1423737,16/8/87,F,SOUTH 24 PARGANAS,20320.66,21/10/16,200106,5714.5
T2290,C8713783,24/7/62,M,FARIDABAD,146592.34,21/10/16,205734,850.0
T2291,C5926634,1/1/1800,M,SAVEDI AHMEDNAGAR,97910.97,21/10/16,205952,110.0
T2292,C9028536,4/8/85,F,HYDERABAD,7371.9,21/10/16,155327,554.74
T2293,C8117680,3/9/86,F,DELHI,21705.85,21/10/16,160559,1547.0
T2294,C5837782,22/12/92,M,HUBLI,18434.96,21/10/16,151911,1424.0
T2295,C2813348,2/10/91,M,PUNE,14518.9,21/10/16,152343,1029.0
T2296,C6620767,14/5/93,M,VADODARA,49125.42,21/10/16,210729,390.0
T2297,C7639146,11/12/72,M,MUMBAI,39686.51,21/10/16,210730,3445.0
T2298,C7138964,26/2/89,M,CHEENAI,12398.72,21/10/16,205312,357.0
T2299,C3858649,23/7/93,M,MUMBAI,44817.63,21/10/16,205244,199.0
T2300,C1633954,17/9/94,M,GHAZIABAD,5745.44,21/10/16,210213,40.0
T2301,C5616545,19/11/94,M,NOIDA,1650.48,21/10/16,204942,945.0
T2302,C5419292,1/1/84,F,NEW DELHI,1297.82,21/10/16,205724,770.83
T2303,C6740014,7/6/89,F,LUCKNOW,64550.59,21/10/16,155455,120.0
T2304,C6525516,11/1/88,F,SUNDARGARH,58251.62,21/10/16,152612,25000.0
T2305,C5526385,10/8/79,F,HYDERABAD,2963.72,21/10/16,152308,470.0
T2306,C5926891,19/4/83,M,NEW DELHI,29489.33,21/10/16,152631,160.0
T2307,C5947278,19/1/91,F,GHAZIABAD,41573.74,21/10/16,160251,1340.0
T2308,C8332240,20/12/81,M,THANE,132233.94,21/10/16,153401,75000.0
T2309,C1622185,15/1/89,M,NEW DELHI,64238.63,21/10/16,153314,1750.0
T2310,C7742653,18/6/80,F,CHANDIGARH,30506.24,21/10/16,153316,24500.0
T2311,C3342175,6/5/88,M,RANGA REDDY,21485.03,21/10/16,210413,1149.0
T2312,C9010384,7/3/95,F,RANCHI,7635.06,21/10/16,210631,50.0
T2313,C3015216,18/9/78,M,AGRA,2310.27,21/10/16,210825,270.0
T2314,C8216590,2/12/80,M,DELHI,7419.44,21/10/16,211458,350.0
T2315,C3415437,15/10/90,F,NALGONDA,20537.26,21/10/16,211459,145.0
T2316,C4817334,21/7/92,F,SILIGURI,15179.26,21/10/16,214113,25.0
T2317,C5642656,5/6/93,M,GREATER NOIDA,75420.44,21/10/16,204333,503.62
T2318,C8531325,1/1/86,F,VADODARA,18806.03,21/10/16,193117,1100.0
T2319,C7618044,1/12/87,M,MEERUT,8.22,21/10/16,210021,100.0
T2320,C8826450,15/4/88,M,GURGAON,36.98,21/10/16,203214,249.0
T2321,C5731111,16/9/80,M,HYDERABAD,26588.17,21/10/16,192651,276.42
T2322,C6038428,12/6/84,M,GREATER NOIDA,7623.89,21/10/16,192654,213.0
T2323,C5031446,8/8/92,F,GURGAON,17164.21,21/10/16,192843,42.18
T2324,C2072248,5/4/89,M,DELHI,12804.69,21/10/16,195306,1000.0
T2325,C1910113,26/11/84,M,NAME EAST KHASI HILLS SHILLONG,135.5,21/10/16,214838,67.0
T2326,C3529258,26/5/67,M,TALEIGAD,12922.6,21/10/16,210330,200.0
T2327,C2136680,25/1/91,M,MUMBAI,19982.7,21/10/16,210648,304.77
T2328,C3373841,16/6/85,M,MILLENNIUM BANGALORE,93474.53,21/10/16,210803,990.0
T2329,C6282891,26/10/78,M,DELHI,11299.38,21/10/16,214029,88.0
T2330,C3445163,2/7/78,F,GURGAON,28688.4,21/10/16,155759,100.0
T2331,C2827242,5/9/95,M,DELHI,92642.44,21/10/16,151600,232.0
T2332,C6222564,28/9/91,F,JALPAIGURI,33208.1,21/10/16,154026,251.0
T2333,C4319168,2/10/85,M,NEW DELHI,7627.62,21/10/16,164724,200.0
T2334,C8920771,4/4/87,M,GURGAON,9061.42,21/10/16,164940,1377.0
T2335,C3030876,11/7/92,F,BANGALORE,15312.66,21/10/16,164743,1598.0
T2336,C2722773,6/6/87,M,MUMBAI,5641.09,21/10/16,160038,2117.0
T2337,C2138334,22/6/93,M,GURGAON,7309.47,21/10/16,154236,100.0
T2338,C1724639,1/1/1800,F,PUNE,336871.14,21/10/16,155218,500.0
T2339,C2031857,5/6/95,F,KASHIPUR,107097.24,21/10/16,153548,471.0
T2340,C2331867,3/10/87,F,HARIDWAR,78001.29,21/10/16,165648,1900.0
T2341,C2142040,5/11/93,F,AGRA,93.86,21/10/16,160253,1200.2
T2342,C6937436,19/9/87,M,JODHPUR,439.76,21/10/16,155450,100.0
T2343,C8223471,9/11/86,F,GURGAON,136152.28,21/10/16,155342,6300.0
T2344,C8530153,11/6/94,M,NAINITAL,50.2,21/10/16,153745,45.0
T2345,C6920912,16/7/87,M,BANGALORE,21065.81,21/10/16,165341,200.0
T2346,C6023890,1/1/1800,M,NAGPUR,9085.65,21/10/16,162006,1200.0
T2347,C4015791,6/9/88,F,LUCKNOW,15843.64,21/10/16,162508,200.0
T2348,C7331055,1/1/1800,M,GARDEN MUMBAI,54373.95,21/10/16,154850,1295.0
T2349,C8931512,21/10/92,M,GUNTUR,10972.24,21/10/16,154853,291.0
T2350,C6216044,1/1/72,M,MORADABAD,129237.62,21/10/16,151319,1356.11
T2351,C1328733,6/9/91,M,KARNAL,148098.52,21/10/16,152133,19.0
T2352,C8734485,4/1/76,M,CITY CHINCHWAD EAST PUNE,174269.3,21/10/16,153033,3260.0
T2353,C9061038,12/1/78,F,GURGAON,99638.73,21/10/16,153241,2698.0
T2354,C6020320,29/1/91,M,CHENNAI,649042.32,21/10/16,145158,177.0
T2355,C2319074,3/10/91,M,HAPUR,39.45,21/10/16,144757,500.0
T2356,C1068153,12/9/75,M,BHANDARKAR MARG LOWER PAREL MUMBAI,8249.14,21/10/16,144928,250.0
T2357,C4212645,13/7/87,M,BILASPUR,344070.53,21/10/16,53435,355.11
T2358,C7480511,9/2/82,M,NEW DELHI,18774.42,21/10/16,153508,1154.0
T2359,C7862812,15/3/85,M,PUNE,92062.96,21/10/16,152941,720.0
T2360,C4230427,5/1/80,M,NEW DELHI,7584.76,21/10/16,153530,2699.0
T2361,C2034246,1/1/1800,M,NEW DELHI,530.0,21/10/16,212741,620.0
T2362,C4124579,6/6/62,M,BARDEZ,18004.47,21/10/16,214141,768.0
T2363,C1336526,25/4/82,M,LUCKNOW,78785.05,21/10/16,214630,499.0
T2364,C2225234,29/8/84,F,HYDERABAD,27126.47,21/10/16,214856,150.0
T2365,C7430868,10/2/83,M,LONDON,345610.61,21/10/16,215217,4989.0
T2366,C2620465,5/1/68,M,KOLKATA,5094.46,21/10/16,215221,1400.0
T2367,C3638059,3/3/88,F,GHAZIABAD,14149.01,21/10/16,213227,100.0
T2368,C7234813,30/7/86,M,KOTA,182.8,21/10/16,170225,329.69
T2369,C2936742,7/7/90,M,CHENNAI,34438.39,21/10/16,160443,475.47
T2370,C5432532,22/6/76,M,GHANSOLI,28757.62,21/10/16,144544,1699.0
T2371,C1033554,11/8/70,M,BANGALORE,177157.85,21/10/16,150117,530.0
T2372,C4215190,25/3/85,M,BILASPUR,386894.24,21/10/16,151123,1350.0
T2373,C6824966,8/12/80,M,PO BHADRAKALI,63213.43,21/10/16,210044,268.0
T2374,C7121937,15/5/85,M,GHAZIABAD,12329.8,21/10/16,210236,1020.0
T2375,C2914920,20/6/84,M,BIKANER,13708.43,21/10/16,210147,73.0
T2376,C8310752,15/9/83,M,CHENNAI,54501.54,21/10/16,212611,190.0
T2377,C2242614,25/11/94,F,DHANBAD,12787.6,21/10/16,154631,365.0
T2378,C4218737,29/11/76,M,NOIDA,538944.66,21/10/16,154934,2079.0
T2379,C2332188,11/2/77,M,UDAIPUR,4861.07,21/10/16,155456,3500.0
T2380,C3220313,31/3/91,M,KOLKATA,78846.63,21/10/16,154016,80.0
T2381,C4032264,25/12/67,F,RAJKOT,482.17,21/10/16,154602,9.45
T2382,C8641824,20/1/87,M,GURGAON,32033.06,21/10/16,151351,520.0
T2383,C3576925,12/8/83,F,NEW DELHI,98565.1,21/10/16,151644,985.0
T2384,C3513413,18/6/84,M,UDAIPUR,1821.19,21/10/16,151644,500.0
T2385,C4027049,11/10/78,M,HYDERABAD,37847.14,21/10/16,151647,300.0
T2386,C5322249,14/1/83,F,GURGAON,281540.44,21/10/16,151935,945.0
T2387,C7926970,1/1/1800,M,PUNE,74742.99,21/10/16,205900,300.0
T2388,C3780618,22/7/89,M,BANGALORE,76385.67,21/10/16,210843,5000.0
T2389,C8314047,13/11/91,M,SALEM DT,15717.76,21/10/16,204316,150.0
T2390,C7510051,18/5/82,F,GURGAON,36988.92,21/10/16,205226,1127.85
T2391,C7529719,5/1/93,M,NEW DELHI,41408.16,21/10/16,154354,300.0
T2392,C6818081,9/11/90,M,CHIPLUN,17567.55,21/10/16,154900,6970.0
T2393,C1326349,22/1/89,M,KOLKATA,99189.77,21/10/16,155456,196.0
T2394,C4533762,1/1/1800,M,VISAKHAPATNAM,37608.92,21/10/16,152709,523.06
T2395,C7030230,4/8/87,F,MUMBAI,185111.19,21/10/16,211038,1490.0
T2396,C5457631,28/4/88,M,AHMEDABAD,19015.04,21/10/16,215200,668.0
T2397,C2058221,5/8/88,F,ABOHAR (FEROZEPUR),317281.05,21/10/16,215200,4579.04
T2398,C7118139,15/11/90,M,GURGAON,18580.08,21/10/16,210531,250.0
T2399,C6262974,9/3/85,F,NOIDA,425956.67,21/10/16,210534,5623.0
T2400,C3994118,22/1/87,F,CHANDIGARH,651656.17,21/10/16,200048,566.0
T2401,C5156879,12/10/90,F,KANPUR,32804.44,21/10/16,200121,747.5
T2402,C7863022,12/7/85,M,GANGTOK,11244.12,21/10/16,200122,102.0
T2403,C8914238,19/6/81,F,GURGAON,24060.57,21/10/16,200125,305.0
T2404,C2468056,2/12/85,M,CHENNAI,9362.39,21/10/16,195502,45.0
T2405,C3417179,25/4/71,F,BANGALORE,46165.35,21/10/16,193820,2611.9
T2406,C2231125,9/4/79,M,HYDERABAD,40993.35,21/10/16,193954,313.59
T2407,C8539953,26/10/87,M,BAHADURGARH,9154.74,21/10/16,154638,1570.0
T2408,C3335853,28/12/65,M,AHMEDABAD,196382.37,21/10/16,154915,680.0
T2409,C4126343,24/2/84,M,HYDERABAD,28.73,21/10/16,154928,49.0
T2410,C5022226,29/12/88,M,HOWRAH,1.43,21/10/16,155244,30.0
T2411,C6550858,13/5/88,F,GURGAON,1586.05,21/10/16,155245,220.0
T2412,C7241733,13/3/94,F,RANGA REDDY,68232.02,21/10/16,150545,300.0
T2413,C6928168,5/4/89,M,PUNE,558.41,21/10/16,170822,200.0
T2414,C2523841,7/6/86,M,NEW DELHI,371.46,21/10/16,171037,170.0
T2415,C6715753,10/9/87,M,ROPAR,20004.55,21/10/16,152706,459.0
T2416,C7229820,9/10/85,M,GWALIOR,209.83,21/10/16,151828,30.0
T2417,C5936939,12/4/94,M,NOIDA,11808.39,21/10/16,154449,548.0
T2418,C8431768,12/4/86,M,STATION BANGALORE,105218.45,21/10/16,154403,2237.0
T2419,C1512433,3/2/77,M,NEW DELHI,17570.7,21/10/16,165836,198.0
T2420,C4021513,30/11/73,M,MUMBAI,174.22,21/10/16,220413,500.0
T2421,C1630623,28/5/97,M,DELHI,20697.68,21/10/16,203414,130.0
T2422,C1933856,7/9/85,F,PANCHKULA,111335.54,21/10/16,194147,3995.0
T2423,C5512865,2/1/88,M,WARANGAL,1089.87,21/10/16,200134,5033.0
T2424,C7921112,5/8/92,M,THANE,10597.59,21/10/16,205558,200.0
T2425,C1244544,28/10/75,F,PUNE,10756.43,21/10/16,205809,300.0
T2426,C4522356,3/9/92,F,CHHINDWARA,17138.78,21/10/16,150816,30.0
T2427,C7136482,30/11/90,M,MUMBAI,64122.12,21/10/16,151808,630.0
T2428,C5013440,6/6/81,F,MUMBAI,47752.54,21/10/16,151052,9294.0
T2429,C3014777,1/1/1800,M,KOLKATA,365261.95,21/10/16,154558,3000.0
T2430,C3519124,9/12/84,F,MUMBAI,84235.3,21/10/16,153528,1199.0
T2431,C6440879,21/11/81,F,MUMBAI,45503.78,21/10/16,154252,1000.0
T2432,C1326657,21/10/87,F,CHANDIGARH,111089.55,21/10/16,154439,1550.0
T2433,C3346362,7/11/86,F,MUMBAI,107953.47,21/10/16,155430,1080.0
T2434,C2132750,2/1/95,M,NEW DELHI,31637.07,21/10/16,210633,208.16
T2435,C4231449,16/7/92,M,NEW DELHI,118291.31,21/10/16,205211,8260.0
T2436,C6225486,5/7/88,F,KOTA,56806.25,21/10/16,205415,139.0
T2437,C6288120,6/10/80,M,GHAZIABAD,69613.68,21/10/16,205318,300.0
T2438,C7714242,8/2/87,M,BANGALORE,8686.83,21/10/16,210650,435.0
T2439,C2013961,1/1/1800,M,NOIDA,1054070.16,21/10/16,154809,1000.0
T2440,C1640762,29/12/89,M,BANGALORE,88984.1,21/10/16,154710,655.0
T2441,C6135869,5/4/88,M,SIWAN,9716.43,21/10/16,154713,524.0
T2442,C2637635,19/4/81,M,THANE,30378.89,21/10/16,155156,129.12
T2443,C2420232,28/5/83,M,GURGAON,8130.51,21/10/16,153803,218.0
T2444,C1415612,21/11/87,F,CHENNAI,85894.25,21/10/16,170231,246.95
T2445,C8940129,5/6/72,M,MORADABAD,3675.17,21/10/16,170233,2250.0
T2446,C2892237,21/10/95,F,TIRUVALLUR,5005.95,21/10/16,170209,660.0
T2447,C7523714,11/11/84,M,KOLKATA,46225.77,21/10/16,170210,1990.0
T2448,C4741773,18/8/75,F,NEW DELHI,750435.87,21/10/16,170614,97.0
T2449,C8532687,23/7/80,F,GURGAON,17281.6,21/10/16,155155,1000.0
T2450,C2537341,21/3/90,F,BHOPAL,19583.87,21/10/16,154530,88.7
T2451,C5028461,27/9/90,F,NEW DELHI,250082.79,21/10/16,154531,1800.0
T2452,C6288381,12/4/79,M,DELHI,147332.59,21/10/16,153550,93.0
T2453,C6279253,1/1/1800,M,KURALI,22839.61,21/10/16,153449,1120.0
T2454,C5542143,15/11/89,M,HOOGHLY,20830.26,21/10/16,154310,385.43
T2455,C1913073,7/9/84,M,GHAZIABAD,227713.63,21/10/16,151035,264.0
T2456,C5627251,10/11/86,M,CHENNAI,44164.97,21/10/16,151621,752.0
T2457,C5918521,11/9/92,M,KOTA,17585.76,21/10/16,152817,56.0
T2458,C7427238,16/4/70,M,B/H SOMANI HOSPITAL JAIPUR,3558.33,21/10/16,150526,600.0
T2459,C3118971,15/1/55,M,GURGAON,82208.73,21/10/16,154059,900.0
T2460,C5610322,6/1/78,M,SHINE PUBLIC SCHOOL FARIDABAD,17894.29,21/10/16,193305,400.0
T2461,C8318048,6/11/97,F,DELHI,7505.95,21/10/16,150819,10.0
T2462,C3675237,7/2/93,F,NEW DELHI,28011.36,21/10/16,151257,7990.0
T2463,C5518942,19/7/89,M,GURGAON,3830.08,21/10/16,151257,565.0
T2464,C7227164,21/3/86,M,AHMEDABAD,13174.23,21/10/16,163846,235.0
T2465,C8655633,10/8/91,M,BARABANKI,30516.43,21/10/16,162807,318.15
T2466,C8179214,1/1/1800,M,KURALI,22839.61,21/10/16,154141,1667.0
T2467,C7412554,5/5/52,M,GANGTOK,654305.43,21/10/16,54850,50.0
T2468,C9052526,1/1/1800,M,BAHADURGARH (HARYANA),109381.28,21/10/16,154356,201.72
T2469,C3917466,30/7/87,F,MUMBAI,515982.16,21/10/16,154147,71.0
T2470,C4121237,31/8/84,F,BANGALORE,51216.01,21/10/16,153402,131.0
T2471,C1431576,4/10/91,F,BANGALORE,41760.62,21/10/16,152937,500.0
T2472,C6433628,23/7/89,F,BARIATU ROAD RANCHI RANCHI,23895.21,21/10/16,151703,4161.0
T2473,C2425526,10/10/94,F,TIRUPUR,38654.36,21/10/16,151657,399.0
T2474,C5225565,11/1/88,F,SUNDARGARH,58251.62,21/10/16,152426,27473.0
T2475,C8175983,18/1/77,F,KURLA ANDHERI RD MUMBAI,306862.46,21/10/16,213230,2350.0
T2476,C6723324,21/1/84,F,SAS NAGAR,4876.38,21/10/16,214055,1698.0
T2477,C5326215,14/8/95,M,SURAT,4095.32,21/10/16,214414,100.0
T2478,C1166180,1/1/1800,F,PARWANOO,422.55,21/10/16,214744,1556.58
T2479,C8329221,28/4/85,M,NEW DELHI,3833.27,21/10/16,214655,750.0
T2480,C7825430,9/1/77,F,NAVI MUMBAI,157644.89,21/10/16,214705,1490.0
T2481,C5528135,14/7/95,F,NEW DELHI,4332.51,21/10/16,214616,750.0
T2482,C3625160,28/3/71,F,GHAZIABAD,5363.52,21/10/16,121719,189.14
T2483,C7056534,25/2/92,M,GOPALGANJ,18087.33,21/10/16,212235,50.0
T2484,C1990348,3/11/96,F,FARIDABAD,14899.23,21/10/16,210437,50.0
T2485,C5149035,1/11/86,M,JAIPUR,124558.16,21/10/16,205912,200.0
T2486,C1037046,8/3/94,M,TIRUCHENDUR TALUK,3367.99,21/10/16,205425,20.0
T2487,C7043975,24/5/80,F,NEW DELHI,23001.19,21/10/16,205438,1495.0
T2488,C3594234,21/11/86,M,BHAVNAGAR,10238.63,21/10/16,165445,100.85
T2489,C7055958,26/9/61,F,MUMBAI,15549.81,21/10/16,170132,2660.09
T2490,C4246878,1/1/1800,M,BANGALORE,2886.59,21/10/16,170043,2340.0
T2491,C3732877,3/9/94,M,YAMUNA NAGAR,59476.91,21/10/16,161943,50.0
T2492,C1033918,20/7/51,M,GORAKHPUR,84436.38,21/10/16,162204,399.0
T2493,C8527116,30/10/80,F,BANGALORE,24565.95,21/10/16,154752,4000.0
T2494,C1338943,27/11/80,M,PUNE,872386.37,21/10/16,151117,257.0
T2495,C7267672,8/9/89,M,NEW DELHI,26101.08,21/10/16,151627,40.0
T2496,C6639430,25/9/82,M,GURGAON,7060.09,21/10/16,151841,130.0
T2497,C6742736,25/8/89,M,CHANDRA SEKHARAPURAM PRAKASAM,1756.46,21/10/16,151904,1170.0
T2498,C3987836,23/4/83,M,THODAPUZHA,84088.09,21/10/16,163026,780.0
T2499,C9074213,10/6/88,M,BANGALORE,15834.56,21/10/16,154219,0.0
T2500,C1795919,1/6/71,M,MUMBAI,2782.78,21/10/16,221018,233.0
T2501,C2437638,15/8/85,M,INDORE,7971.16,21/10/16,221206,1900.0
T2502,C6431222,30/6/92,F,BANGALORE,6578.43,21/10/16,195439,200.0
T2503,C8735647,16/8/86,M,MUMBAI,139628.52,21/10/16,192824,220.0
T2504,C3320516,18/5/86,F,LUCKNOW,81154.82,21/10/16,193214,30000.0
T2505,C5641871,8/6/94,F,RAJAHMUNDRY,5714.36,21/10/16,193113,147.0
T2506,C8948451,6/10/61,M,GURGAON,360933.75,21/10/16,152956,11510.0
T2507,C5725442,10/7/84,M,RAIPUR,16370.7,21/10/16,153157,237.82
T2508,C2933386,16/5/88,M,PATNA,33039.82,21/10/16,154857,200.0
T2509,C3642348,29/10/81,F,MUMBAI,55878.83,21/10/16,155215,2899.0
T2510,C7939233,1/1/1800,M,HOSPITAL BEHIND COIMBATORE,92597.62,21/10/16,155311,200.0
T2511,C4940620,19/1/87,M,BANGALORE,61458.27,21/10/16,153020,779.0
T2512,C3129666,18/6/92,M,BANGALORE,996.25,21/10/16,163754,325.0
T2513,C5413618,22/12/88,M,RALEIGH,245773.59,21/10/16,160833,2271.0
T2514,C3742855,18/3/87,F,MUMBAI,,21/10/16,150602,300.0
T2515,C5425241,14/9/62,M,DELHI,1197.58,21/10/16,154845,25.0
T2516,C7913054,7/9/83,F,BANGALORE,13273.12,21/10/16,220556,1028.0
T2517,C6558933,12/5/95,M,KANPUR NAGAR,10.28,21/10/16,220915,18790.0
T2518,C5617777,24/3/86,M,AHMEDABAD,89490.9,21/10/16,213008,164.0
T2519,C8216911,25/3/91,M,NEW DELHI,20274.56,21/10/16,153919,597.0
T2520,C1536465,3/8/75,M,MUMBAI,361905.35,21/10/16,160933,1930.0
T2521,C8719278,14/12/81,M,THANE MUMBAI,25547.02,21/10/16,160803,200.0
T2522,C5412529,7/6/87,M,MUMBAI,11434.49,21/10/16,161031,2025.0
T2523,C8617621,3/9/86,F,DELHI,21705.85,21/10/16,155003,6670.0
T2524,C4119952,23/11/87,F,THANE,16424.44,21/10/16,155004,985.0
T2525,C6034386,22/5/84,M,ITANAGAR,52362.11,21/10/16,155005,150.0
T2526,C1730749,21/7/84,M,CHENNAI,20928.89,21/10/16,160641,550.0
T2527,C1239414,2/6/93,M,BAHADURGARH,11837.11,21/10/16,213325,62.0
T2528,C5712059,18/11/94,M,GURGAON,27702.58,21/10/16,213612,50.0
T2529,C7232138,29/11/74,M,PUNE,97896.56,21/10/16,211153,1028.0
T2530,C5030420,30/11/76,M,MUMBAI,46085.15,21/10/16,205008,620.0
T2531,C5734584,23/5/90,M,BANGALORE,3100.76,21/10/16,205104,200.0
T2532,C5534211,21/12/92,M,DAMAN,55824.26,21/10/16,211712,166.37
T2533,C6726317,1/1/1800,M,NAVI MUMBAI,34647.59,21/10/16,212323,1045.0
T2534,C4017276,1/4/80,M,NOIDA,40364.28,21/10/16,212327,715.01
T2535,C5919848,3/2/60,F,INDORE,3985.67,21/10/16,212921,53000.0
T2536,C2924851,17/8/89,M,VISAKHAPATNAM,56622.03,21/10/16,195603,800.0
T2537,C8727348,2/2/86,M,CHANDIGARH,4997.77,21/10/16,195714,1365.0
T2538,C6139786,11/3/77,M,THANE (WEST),37113.48,21/10/16,155239,300.0
T2539,C1918028,24/11/91,F,GURGAON,30567.48,21/10/16,155448,50.0
T2540,C6116077,7/12/56,F,DELHI,1697.11,21/10/16,155449,1000.0
T2541,C3125432,24/5/90,F,DEHRADUN,259.03,21/10/16,154608,599.0
T2542,C7025088,1/9/88,M,BANGALORE,56809.49,21/10/16,154046,535.0
T2543,C3229827,15/12/89,M,RUPNAGAR,8779.78,21/10/16,155228,500.0
T2544,C4045627,16/10/89,M,MUMBAI,12485.04,21/10/16,153459,220.0
T2545,C4682287,25/9/90,M,DELHI,57316.67,21/10/16,161153,9.0
T2546,C3853539,13/3/82,M,NEW DELHI,67262.4,21/10/16,160707,710.0
T2547,C9026141,2/9/93,M,VASAI,115908.29,21/10/16,63353,8.09
T2548,C1315073,9/11/90,F,DHENKANAL,5928.79,21/10/16,160035,430.0
T2549,C6320273,28/5/83,M,GURGAON,8130.51,21/10/16,153827,218.0
T2550,C2923034,7/9/91,M,VISAKHAPATNAM,14664.7,21/10/16,153829,64.0
T2551,C8317679,19/6/80,M,NAVI MUMBAI,66978.44,21/10/16,154113,483.82
T2552,C1741335,19/9/75,M,GURGAON,310288.19,21/10/16,152003,3000.0
T2553,C3524517,28/1/86,M,MUMBAI,52.62,21/10/16,161322,1314.0
T2554,C1629871,7/5/90,F,BANGALORE,10365.99,21/10/16,154623,1216.0
T2555,C7475520,12/6/82,M,MUMBAI,70141.28,21/10/16,150951,793.0
T2556,C1025960,13/3/87,M,RANGA REDDY,17189.06,21/10/16,150952,103.0
T2557,C7823748,15/8/79,M,MEERUT,8263.16,21/10/16,124649,50.0
T2558,C6132481,18/8/87,M,NELLORE,4370.97,21/10/16,211154,140.0
T2559,C5227690,28/3/79,M,MUMBAI,6583.74,21/10/16,212221,2000.0
T2560,C3735765,1/8/79,M,ALLAHABAD,2339.92,21/10/16,212223,485.0
T2561,C6526962,7/7/91,M,NORTH 24 PARGANAS,18980.15,21/10/16,212621,20.0
T2562,C2828934,10/8/89,M,ROAD MUMBAI,86221.05,21/10/16,205259,58.0
T2563,C8029722,10/7/89,M,CHENNAI,10399.63,21/10/16,205516,542.0
T2564,C7732587,19/2/89,M,HOSUR,16276.25,21/10/16,205517,850.0
T2565,C5512064,29/12/91,M,GURGAON,72290.31,21/10/16,193428,425.0
T2566,C5422365,17/10/92,M,GHAZIABAD,150681.34,21/10/16,193607,499.0
T2567,C4623133,29/5/85,F,SALEM,3472.98,21/10/16,161255,1354.0
T2568,C4623685,15/6/42,M,NOIDA,66815.9,21/10/16,161640,825.0
T2569,C6833989,22/10/94,F,NEW DELHI,23974.82,21/10/16,152433,737.98
T2570,C5528171,15/8/87,M,PALI,25000.01,21/10/16,212757,965.0
T2571,C8440327,15/2/87,M,UTTARA KANNADA,22220.06,21/10/16,213329,33.0
T2572,C2385586,20/9/68,M,TRIVANDRUM,712496.32,21/10/16,154319,1807.74
T2573,C6720748,1/1/1800,M,KHARAR,123441.95,21/10/16,150541,200.0
T2574,C7124290,24/5/96,M,CHENNAI,42918.44,21/10/16,150832,1000.0
T2575,C1934132,,F,MUMBAI,34058.49,21/10/16,152147,1800.0
T2576,C7085912,28/12/89,M,KANPUR,122580.12,21/10/16,152158,219.0
T2577,C2787024,8/9/90,M,DELHI,59880.42,21/10/16,142118,250.0
T2578,C6816576,11/8/83,M,SECTOR-21A FARIDABAD,6308.07,21/10/16,142341,220.0
T2579,C3788844,27/3/92,M,DELHI,9686.25,21/10/16,151752,10999.0
T2580,C6016769,1/1/1800,M,GHAZIABAD,89633.04,21/10/16,151809,500.0
T2581,C5325467,15/9/64,M,MUMBAI,21220.6,21/10/16,152042,3625.2
T2582,C6520960,10/4/87,M,KANYAKUMARI,3342.3,21/10/16,215931,50.0
T2583,C1839312,14/4/93,M,BANGALORE,22957.04,21/10/16,211718,363.0
T2584,C3535680,15/10/80,M,PANCHKULA,631.68,21/10/16,200127,1500.0
T2585,C1423379,13/3/87,M,FARIDABAD,24278.68,21/10/16,200717,145.0
T2586,C4940219,14/12/78,M,NEW DELHI,22686.03,21/10/16,205336,460.0
T2587,C6015614,8/11/86,F,SRINAGAR,66.34,21/10/16,204615,1746.0
T2588,C1124328,5/8/91,M,NAVI MUMBAI,1404.54,21/10/16,204617,713.9
T2589,C8133949,13/11/78,M,HYDERABAD,61806.32,21/10/16,193618,850.0
T2590,C3668372,3/5/88,F,MUMBAI,11186.56,21/10/16,192700,530.0
T2591,C1733561,4/3/85,M,NOIDA,29707.76,21/10/16,192839,57.0
